RX Date/Time,Mask Temp(field 1),Room Temp(field 2),Delta(field 3),Tank Temp(field 4)
2022/07/15/ 16:50:58::127,Temp Test,13.625,21.8125,5.9375,8.1875
2022/07/15/ 16:51:03::185,Temp Test,13.625,21.8125,6.0,8.1875
2022/07/15/ 16:51:08::248,Temp Test,13.6875,21.8125,6.0,8.125
2022/07/15/ 16:51:13::312,Temp Test,13.6875,21.75,6.0,8.0625
2022/07/15/ 16:51:18::376,Temp Test,13.625,21.8125,5.9375,8.1875
2022/07/15/ 16:51:23::440,Temp Test,13.625,21.8125,6.0625,8.1875
2022/07/15/ 16:51:28::503,Temp Test,13.625,21.8125,6.0,8.1875
2022/07/15/ 16:51:33::569,Temp Test,13.625,21.8125,6.125,8.1875
2022/07/15/ 16:51:38::632,Temp Test,13.6875,21.8125,6.125,8.125
2022/07/15/ 16:51:43::696,Temp Test,13.6875,21.8125,6.125,8.125
2022/07/15/ 16:51:48::760,Temp Test,13.6875,21.875,6.125,8.1875
2022/07/15/ 16:51:53::824,Temp Test,13.6875,21.8125,6.125,8.125
2022/07/15/ 16:51:58::888,Temp Test,13.6875,21.8125,6.125,8.125
2022/07/15/ 16:52:03::952,Temp Test,13.6875,21.8125,6.125,8.125
2022/07/15/ 16:52:09::017,Temp Test,13.6875,21.8125,6.1875,8.125
2022/07/15/ 16:52:14::081,Temp Test,13.6875,21.875,6.1875,8.1875
2022/07/15/ 16:52:19::146,Temp Test,13.6875,21.8125,6.125,8.125
2022/07/15/ 16:52:24::209,Temp Test,13.6875,21.8125,6.1875,8.125
2022/07/15/ 16:52:29::274,Temp Test,13.6875,21.875,6.25,8.1875
2022/07/15/ 16:52:34::337,Temp Test,13.6875,21.8125,6.25,8.125
2022/07/15/ 16:52:39::401,Temp Test,13.75,21.875,6.25,8.125
2022/07/15/ 16:52:44::465,Temp Test,13.75,21.8125,6.25,8.0625
2022/07/15/ 16:52:49::528,Temp Test,13.75,21.8125,6.25,8.0625
2022/07/15/ 16:52:54::592,Temp Test,13.75,21.875,6.25,8.125
2022/07/15/ 16:52:59::656,Temp Test,13.75,21.8125,6.3125,8.0625
2022/07/15/ 16:53:04::720,Temp Test,13.75,21.8125,6.3125,8.0625
2022/07/15/ 16:53:09::785,Temp Test,13.75,21.8125,6.375,8.0625
2022/07/15/ 16:53:14::849,Temp Test,13.75,21.8125,6.375,8.0625
2022/07/15/ 16:53:19::913,Temp Test,13.6875,21.8125,6.3125,8.125
2022/07/15/ 16:53:24::977,Temp Test,13.75,21.8125,6.3125,8.0625
2022/07/15/ 16:53:30::040,Temp Test,13.75,21.8125,6.375,8.0625
2022/07/15/ 16:53:35::104,Temp Test,13.75,21.8125,6.4375,8.0625
2022/07/15/ 16:53:40::169,Temp Test,13.6875,21.8125,6.375,8.125
2022/07/15/ 16:53:45::233,Temp Test,13.75,21.8125,6.4375,8.0625
2022/07/15/ 16:53:50::298,Temp Test,13.75,21.8125,6.375,8.0625
2022/07/15/ 16:53:55::362,Temp Test,13.6875,21.8125,6.4375,8.125
2022/07/15/ 16:54:00::426,Temp Test,13.75,21.8125,6.4375,8.0625
2022/07/15/ 16:54:05::490,Temp Test,13.75,21.875,6.4375,8.125
2022/07/15/ 16:54:10::554,Temp Test,13.75,21.8125,6.5,8.0625
2022/07/15/ 16:54:15::619,Temp Test,13.75,21.8125,6.5,8.0625
2022/07/15/ 16:54:20::682,Temp Test,13.75,21.875,6.4375,8.125
2022/07/15/ 16:54:25::745,Temp Test,13.75,21.8125,6.5,8.0625
2022/07/15/ 16:54:30::809,Temp Test,13.8125,21.8125,6.5,8.0
2022/07/15/ 16:54:35::873,Temp Test,13.8125,21.8125,6.5625,8.0
2022/07/15/ 16:54:40::938,Temp Test,13.8125,21.875,6.5625,8.0625
2022/07/15/ 16:54:46::002,Temp Test,13.875,21.8125,6.5625,7.9375
2022/07/15/ 16:54:51::065,Temp Test,13.8125,21.8125,6.5625,8.0
2022/07/15/ 16:54:56::129,Temp Test,13.8125,21.875,6.5625,8.0625
2022/07/15/ 16:55:01::193,Temp Test,13.875,21.875,6.5625,8.0
2022/07/15/ 16:55:06::257,Temp Test,13.8125,21.8125,6.5625,8.0
2022/07/15/ 16:55:11::321,Temp Test,13.875,21.8125,6.5625,7.9375
2022/07/15/ 16:55:16::386,Temp Test,13.8125,21.8125,6.625,8.0
2022/07/15/ 16:55:21::450,Temp Test,13.875,21.8125,6.625,7.9375
2022/07/15/ 16:55:26::514,Temp Test,13.875,21.8125,6.6875,7.9375
2022/07/15/ 16:55:31::577,Temp Test,13.875,21.8125,6.6875,7.9375
2022/07/15/ 16:55:36::643,Temp Test,13.875,21.8125,6.6875,7.9375
2022/07/15/ 16:55:41::706,Temp Test,13.875,21.8125,6.75,7.9375
2022/07/15/ 16:55:46::770,Temp Test,13.875,21.8125,6.6875,7.9375
2022/07/15/ 16:55:51::834,Temp Test,13.8125,21.875,6.75,8.0625
2022/07/15/ 16:55:56::898,Temp Test,13.875,21.8125,6.75,7.9375
2022/07/15/ 16:56:01::961,Temp Test,13.875,21.875,6.75,8.0
2022/07/15/ 16:56:07::025,Temp Test,13.875,21.8125,6.75,7.9375
2022/07/15/ 16:56:12::089,Temp Test,13.875,21.8125,6.75,7.9375
2022/07/15/ 16:56:17::153,Temp Test,13.875,21.8125,6.8125,7.9375
2022/07/15/ 16:56:22::217,Temp Test,13.875,21.875,6.8125,8.0
2022/07/15/ 16:56:27::281,Temp Test,13.875,21.875,6.8125,8.0
2022/07/15/ 16:56:32::345,Temp Test,13.875,21.8125,6.875,7.9375
2022/07/15/ 16:56:37::409,Temp Test,13.875,21.8125,6.875,7.9375
2022/07/15/ 16:56:42::473,Temp Test,13.875,21.875,6.875,8.0
2022/07/15/ 16:56:47::538,Temp Test,13.875,21.875,6.8125,8.0
2022/07/15/ 16:56:52::602,Temp Test,13.9375,21.875,6.875,7.9375
2022/07/15/ 16:56:57::667,Temp Test,13.9375,21.8125,6.875,7.875
2022/07/15/ 16:57:02::730,Temp Test,13.875,21.8125,6.875,7.9375
2022/07/15/ 16:57:07::795,Temp Test,13.875,21.875,6.9375,8.0
2022/07/15/ 16:57:12::859,Temp Test,13.875,21.875,6.9375,8.0
2022/07/15/ 16:57:17::924,Temp Test,13.9375,21.8125,6.9375,7.875
2022/07/15/ 16:57:22::988,Temp Test,13.9375,21.8125,6.9375,7.875
2022/07/15/ 16:57:28::051,Temp Test,13.9375,21.8125,7.0,7.875
2022/07/15/ 16:57:33::132,Temp Test,13.9375,21.875,7.0,7.9375
2022/07/15/ 16:57:38::179,Temp Test,13.9375,21.8125,7.0,7.875
2022/07/15/ 16:57:43::243,Temp Test,13.9375,21.8125,7.0,7.875
2022/07/15/ 16:57:48::306,Temp Test,13.9375,21.875,7.0,7.9375
2022/07/15/ 16:57:53::371,Temp Test,14.0,21.875,7.0,7.875
2022/07/15/ 16:57:58::435,Temp Test,14.0,21.875,7.0,7.875
2022/07/15/ 16:58:03::499,Temp Test,13.9375,21.875,7.0625,7.9375
2022/07/15/ 16:58:08::563,Temp Test,13.9375,21.875,7.0625,7.9375
2022/07/15/ 16:58:13::626,Temp Test,13.9375,21.875,7.0625,7.9375
2022/07/15/ 16:58:18::692,Temp Test,13.9375,21.875,7.0625,7.9375
2022/07/15/ 16:58:23::756,Temp Test,13.9375,21.875,7.0625,7.9375
2022/07/15/ 16:58:28::820,Temp Test,14.0,21.8125,7.0625,7.8125
2022/07/15/ 16:58:33::884,Temp Test,13.9375,21.8125,7.125,7.875
2022/07/15/ 16:58:38::947,Temp Test,14.0,21.875,7.125,7.875
2022/07/15/ 16:58:44::012,Temp Test,14.0,21.875,7.125,7.875
2022/07/15/ 16:58:49::076,Temp Test,14.0,21.875,7.125,7.875
2022/07/15/ 16:58:54::140,Temp Test,14.0,21.875,7.125,7.875
2022/07/15/ 16:58:59::203,Temp Test,14.0,21.875,7.125,7.875
2022/07/15/ 16:59:04::267,Temp Test,14.0,21.875,7.1875,7.875
2022/07/15/ 16:59:09::330,Temp Test,14.0,21.875,7.1875,7.875
2022/07/15/ 16:59:14::395,Temp Test,14.0,21.9375,7.1875,7.9375
2022/07/15/ 16:59:19::458,Temp Test,14.0,21.875,7.25,7.875
2022/07/15/ 16:59:24::522,Temp Test,14.0,21.875,7.25,7.875
2022/07/15/ 16:59:29::587,Temp Test,14.0625,21.9375,7.1875,7.875
2022/07/15/ 16:59:34::650,Temp Test,14.0,21.9375,7.25,7.9375
2022/07/15/ 16:59:39::715,Temp Test,14.0625,21.875,7.3125,7.8125
2022/07/15/ 16:59:44::778,Temp Test,14.0625,21.875,7.3125,7.8125
2022/07/15/ 16:59:49::842,Temp Test,14.0,21.9375,7.3125,7.9375
2022/07/15/ 16:59:54::908,Temp Test,14.0625,21.875,7.3125,7.8125
2022/07/15/ 16:59:59::972,Temp Test,14.0625,21.9375,7.3125,7.875
2022/07/15/ 17:00:05::036,Temp Test,14.0625,21.9375,7.3125,7.875
2022/07/15/ 17:00:10::099,Temp Test,14.0625,21.875,7.3125,7.8125
2022/07/15/ 17:00:15::163,Temp Test,14.0625,21.875,7.3125,7.8125
2022/07/15/ 17:00:20::228,Temp Test,14.0625,21.875,7.375,7.8125
2022/07/15/ 17:00:25::292,Temp Test,14.0625,21.9375,7.375,7.875
2022/07/15/ 17:00:30::355,Temp Test,14.0625,21.875,7.375,7.8125
2022/07/15/ 17:00:35::419,Temp Test,14.0625,21.875,7.375,7.8125
2022/07/15/ 17:00:40::483,Temp Test,14.125,21.875,7.4375,7.75
2022/07/15/ 17:00:45::547,Temp Test,14.125,21.875,7.4375,7.75
2022/07/15/ 17:00:50::611,Temp Test,14.125,21.9375,7.4375,7.8125
2022/07/15/ 17:00:55::675,Temp Test,14.125,21.875,7.4375,7.75
2022/07/15/ 17:01:00::739,Temp Test,14.125,21.875,7.4375,7.75
2022/07/15/ 17:01:05::804,Temp Test,14.125,21.9375,7.4375,7.8125
2022/07/15/ 17:01:10::867,Temp Test,14.125,21.875,7.5,7.75
2022/07/15/ 17:01:15::931,Temp Test,14.125,21.875,7.5,7.75
2022/07/15/ 17:01:20::995,Temp Test,14.125,21.875,7.5,7.75
2022/07/15/ 17:01:26::061,Temp Test,14.1875,21.875,7.5,7.6875
2022/07/15/ 17:01:31::129,Temp Test,14.125,21.875,7.5,7.75
2022/07/15/ 17:01:36::188,Temp Test,14.1875,21.875,7.5,7.6875
2022/07/15/ 17:01:41::252,Temp Test,14.125,21.875,7.5625,7.75
2022/07/15/ 17:01:46::318,Temp Test,14.125,21.9375,7.5625,7.8125
2022/07/15/ 17:01:51::381,Temp Test,14.1875,21.9375,7.5625,7.75
2022/07/15/ 17:01:56::445,Temp Test,14.1875,21.9375,7.5625,7.75
2022/07/15/ 17:02:01::509,Temp Test,14.1875,21.875,7.5625,7.6875
2022/07/15/ 17:02:06::572,Temp Test,14.1875,21.875,7.5625,7.6875
2022/07/15/ 17:02:11::637,Temp Test,14.25,21.9375,7.5625,7.6875
2022/07/15/ 17:02:16::700,Temp Test,14.1875,21.9375,7.625,7.75
2022/07/15/ 17:02:21::764,Temp Test,14.25,21.9375,7.625,7.6875
2022/07/15/ 17:02:26::828,Temp Test,14.1875,21.9375,7.625,7.75
2022/07/15/ 17:02:31::892,Temp Test,14.1875,21.9375,7.625,7.75
2022/07/15/ 17:02:36::957,Temp Test,14.25,21.9375,7.6875,7.6875
2022/07/15/ 17:02:42::019,Temp Test,14.1875,21.9375,7.6875,7.75
2022/07/15/ 17:02:47::084,Temp Test,14.25,21.875,7.6875,7.625
2022/07/15/ 17:02:52::148,Temp Test,14.25,21.9375,7.6875,7.6875
2022/07/15/ 17:02:57::214,Temp Test,14.25,21.9375,7.6875,7.6875
2022/07/15/ 17:03:02::278,Temp Test,14.25,21.9375,7.6875,7.6875
2022/07/15/ 17:03:07::341,Temp Test,14.25,21.9375,7.75,7.6875
2022/07/15/ 17:03:12::405,Temp Test,14.25,21.9375,7.75,7.6875
2022/07/15/ 17:03:17::469,Temp Test,14.25,21.9375,7.75,7.6875
2022/07/15/ 17:03:22::533,Temp Test,14.25,21.9375,7.75,7.6875
2022/07/15/ 17:03:27::596,Temp Test,14.25,21.9375,7.75,7.6875
2022/07/15/ 17:03:32::661,Temp Test,14.25,21.9375,7.75,7.6875
2022/07/15/ 17:03:37::725,Temp Test,14.25,21.9375,7.8125,7.6875
2022/07/15/ 17:03:42::789,Temp Test,14.25,21.9375,7.75,7.6875
2022/07/15/ 17:03:47::853,Temp Test,14.25,21.9375,7.8125,7.6875
2022/07/15/ 17:03:52::919,Temp Test,14.3125,22.0,7.875,7.6875
2022/07/15/ 17:03:57::981,Temp Test,14.25,21.9375,7.8125,7.6875
2022/07/15/ 17:04:03::045,Temp Test,14.25,21.9375,7.8125,7.6875
2022/07/15/ 17:04:08::109,Temp Test,14.3125,21.9375,7.875,7.625
2022/07/15/ 17:04:13::172,Temp Test,14.25,21.9375,7.875,7.6875
2022/07/15/ 17:04:18::236,Temp Test,14.3125,21.9375,7.875,7.625
2022/07/15/ 17:04:23::301,Temp Test,14.3125,21.9375,7.875,7.625
2022/07/15/ 17:04:28::365,Temp Test,14.3125,21.9375,7.875,7.625
2022/07/15/ 17:04:33::430,Temp Test,14.3125,21.9375,7.875,7.625
2022/07/15/ 17:04:38::494,Temp Test,14.25,21.9375,7.9375,7.6875
2022/07/15/ 17:04:43::558,Temp Test,14.3125,21.9375,7.9375,7.625
2022/07/15/ 17:04:48::622,Temp Test,14.3125,21.9375,7.875,7.625
2022/07/15/ 17:04:53::686,Temp Test,14.3125,21.9375,7.9375,7.625
2022/07/15/ 17:04:58::750,Temp Test,14.3125,21.9375,8.0,7.625
2022/07/15/ 17:05:03::815,Temp Test,14.3125,21.9375,8.0,7.625
2022/07/15/ 17:05:08::879,Temp Test,14.3125,21.9375,8.0,7.625
2022/07/15/ 17:05:13::943,Temp Test,14.375,21.9375,8.0,7.5625
2022/07/15/ 17:05:19::006,Temp Test,14.375,21.9375,8.0,7.5625
2022/07/15/ 17:05:24::071,Temp Test,14.375,21.9375,8.0625,7.5625
2022/07/15/ 17:05:29::134,Temp Test,14.375,21.9375,8.0625,7.5625
2022/07/15/ 17:05:34::198,Temp Test,14.375,22.0,8.0625,7.625
2022/07/15/ 17:05:39::262,Temp Test,14.375,21.9375,8.0625,7.5625
2022/07/15/ 17:05:44::325,Temp Test,14.4375,22.0,8.0625,7.5625
2022/07/15/ 17:05:49::389,Temp Test,14.375,21.9375,8.0625,7.5625
2022/07/15/ 17:05:54::454,Temp Test,14.4375,21.9375,8.125,7.5
2022/07/15/ 17:05:59::518,Temp Test,14.4375,21.9375,8.125,7.5
2022/07/15/ 17:06:04::583,Temp Test,14.4375,21.9375,8.125,7.5
2022/07/15/ 17:06:09::647,Temp Test,14.4375,21.9375,8.125,7.5
2022/07/15/ 17:06:14::711,Temp Test,14.4375,21.9375,8.1875,7.5
2022/07/15/ 17:06:19::775,Temp Test,14.5,21.9375,8.125,7.4375
2022/07/15/ 17:06:24::839,Temp Test,14.5,21.9375,8.125,7.4375
2022/07/15/ 17:06:29::903,Temp Test,14.5,21.9375,8.125,7.4375
2022/07/15/ 17:06:34::968,Temp Test,14.5,21.9375,8.1875,7.4375
2022/07/15/ 17:06:40::031,Temp Test,14.5,22.0,8.1875,7.5
2022/07/15/ 17:06:45::095,Temp Test,14.5,22.0,8.1875,7.5
2022/07/15/ 17:06:50::159,Temp Test,14.5625,21.9375,8.1875,7.375
2022/07/15/ 17:06:55::223,Temp Test,14.5,21.9375,8.1875,7.4375
2022/07/15/ 17:07:00::286,Temp Test,14.5,22.0,8.25,7.5
2022/07/15/ 17:07:05::351,Temp Test,14.5625,22.0,8.25,7.4375
2022/07/15/ 17:07:10::414,Temp Test,14.5625,21.9375,8.25,7.375
2022/07/15/ 17:07:15::479,Temp Test,14.5625,22.0,8.25,7.4375
2022/07/15/ 17:07:20::544,Temp Test,14.5625,22.0,8.3125,7.4375
2022/07/15/ 17:07:25::608,Temp Test,14.5625,21.9375,8.25,7.375
2022/07/15/ 17:07:30::672,Temp Test,14.5625,21.9375,8.25,7.375
2022/07/15/ 17:07:35::735,Temp Test,14.5625,21.9375,8.3125,7.375
2022/07/15/ 17:07:40::801,Temp Test,14.5625,21.9375,8.3125,7.375
2022/07/15/ 17:07:45::864,Temp Test,14.5625,22.0,8.3125,7.4375
2022/07/15/ 17:07:50::929,Temp Test,14.5625,21.9375,8.3125,7.375
2022/07/15/ 17:07:55::992,Temp Test,14.5625,22.0,8.3125,7.4375
2022/07/15/ 17:08:01::057,Temp Test,14.625,21.9375,8.3125,7.3125
2022/07/15/ 17:08:06::137,Temp Test,14.5625,22.0,8.3125,7.4375
2022/07/15/ 17:08:11::185,Temp Test,14.625,21.9375,8.4375,7.3125
2022/07/15/ 17:08:16::249,Temp Test,14.625,21.9375,8.375,7.3125
2022/07/15/ 17:08:21::312,Temp Test,14.625,21.9375,8.375,7.3125
2022/07/15/ 17:08:26::376,Temp Test,14.625,21.9375,8.375,7.3125
2022/07/15/ 17:08:31::441,Temp Test,14.625,21.9375,8.4375,7.3125
2022/07/15/ 17:08:36::505,Temp Test,14.625,21.9375,8.4375,7.3125
2022/07/15/ 17:08:41::568,Temp Test,14.625,22.0,8.4375,7.375
2022/07/15/ 17:08:46::633,Temp Test,14.625,21.9375,8.4375,7.3125
2022/07/15/ 17:08:51::696,Temp Test,14.6875,21.9375,8.5,7.25
2022/07/15/ 17:08:56::760,Temp Test,14.625,22.0,8.4375,7.375
2022/07/15/ 17:09:01::824,Temp Test,14.6875,22.0,8.5,7.3125
2022/07/15/ 17:09:06::888,Temp Test,14.6875,21.9375,8.4375,7.25
2022/07/15/ 17:09:11::955,Temp Test,14.6875,22.0,8.4375,7.3125
2022/07/15/ 17:09:17::019,Temp Test,14.625,22.0,8.5,7.375
2022/07/15/ 17:09:22::082,Temp Test,14.625,21.9375,8.5625,7.3125
2022/07/15/ 17:09:27::146,Temp Test,14.6875,22.0,8.5625,7.3125
2022/07/15/ 17:09:32::210,Temp Test,14.6875,22.0,8.5625,7.3125
2022/07/15/ 17:09:37::273,Temp Test,14.6875,22.0,8.5625,7.3125
2022/07/15/ 17:09:42::337,Temp Test,14.6875,22.0,8.5625,7.3125
2022/07/15/ 17:09:47::401,Temp Test,14.75,22.0,8.5625,7.25
2022/07/15/ 17:09:52::465,Temp Test,14.6875,22.0,8.5625,7.3125
2022/07/15/ 17:09:57::529,Temp Test,14.75,22.0,8.625,7.25
2022/07/15/ 17:10:02::594,Temp Test,14.6875,22.0,8.5625,7.3125
2022/07/15/ 17:10:07::657,Temp Test,14.75,22.0,8.5625,7.25
2022/07/15/ 17:10:12::721,Temp Test,14.75,22.0,8.5625,7.25
2022/07/15/ 17:10:17::785,Temp Test,14.6875,22.0,8.625,7.3125
2022/07/15/ 17:10:22::849,Temp Test,14.75,22.0,8.625,7.25
2022/07/15/ 17:10:27::913,Temp Test,14.75,22.0,8.6875,7.25
2022/07/15/ 17:10:32::976,Temp Test,14.75,22.0,8.6875,7.25
2022/07/15/ 17:10:38::040,Temp Test,14.75,22.0,8.6875,7.25
2022/07/15/ 17:10:43::105,Temp Test,14.75,22.0,8.6875,7.25
2022/07/15/ 17:10:48::171,Temp Test,14.75,22.0,8.6875,7.25
2022/07/15/ 17:10:53::234,Temp Test,14.75,22.0,8.6875,7.25
2022/07/15/ 17:10:58::298,Temp Test,14.75,22.0,8.6875,7.25
2022/07/15/ 17:11:03::362,Temp Test,14.75,22.0,8.75,7.25
2022/07/15/ 17:11:08::425,Temp Test,14.75,22.0,8.6875,7.25
2022/07/15/ 17:11:13::489,Temp Test,14.75,22.0,8.75,7.25
2022/07/15/ 17:11:18::553,Temp Test,14.75,22.0,8.75,7.25
2022/07/15/ 17:11:23::621,Temp Test,14.75,22.0,8.75,7.25
2022/07/15/ 17:11:28::682,Temp Test,14.75,21.9375,8.75,7.1875
2022/07/15/ 17:11:33::745,Temp Test,14.75,22.0,8.75,7.25
2022/07/15/ 17:11:38::809,Temp Test,14.75,22.0,8.75,7.25
2022/07/15/ 17:11:43::874,Temp Test,14.8125,22.0,8.8125,7.1875
2022/07/15/ 17:11:48::938,Temp Test,14.8125,22.0,8.8125,7.1875
2022/07/15/ 17:11:54::001,Temp Test,14.8125,22.0625,8.8125,7.25
2022/07/15/ 17:11:59::065,Temp Test,14.8125,22.0,8.8125,7.1875
2022/07/15/ 17:12:04::135,Temp Test,14.8125,22.0,8.8125,7.1875
2022/07/15/ 17:12:09::194,Temp Test,14.8125,22.0,8.875,7.1875
2022/07/15/ 17:12:14::258,Temp Test,14.8125,22.0,8.8125,7.1875
2022/07/15/ 17:12:19::322,Temp Test,14.8125,22.0,8.875,7.1875
2022/07/15/ 17:12:24::387,Temp Test,14.8125,22.0,8.875,7.1875
2022/07/15/ 17:12:29::450,Temp Test,14.875,22.0,8.875,7.125
2022/07/15/ 17:12:34::520,Temp Test,14.8125,22.0,8.9375,7.1875
2022/07/15/ 17:12:39::578,Temp Test,14.875,22.0,8.9375,7.125
2022/07/15/ 17:12:44::643,Temp Test,14.875,22.0,8.9375,7.125
2022/07/15/ 17:12:49::707,Temp Test,14.875,22.0,8.9375,7.125
2022/07/15/ 17:12:54::771,Temp Test,14.875,22.0,8.875,7.125
2022/07/15/ 17:12:59::835,Temp Test,14.875,22.0,8.9375,7.125
2022/07/15/ 17:13:04::899,Temp Test,14.875,22.0,8.9375,7.125
2022/07/15/ 17:13:09::962,Temp Test,14.875,22.0,9.0,7.125
2022/07/15/ 17:13:15::026,Temp Test,14.875,22.0,8.9375,7.125
2022/07/15/ 17:13:20::090,Temp Test,14.875,22.0,9.0,7.125
2022/07/15/ 17:13:25::155,Temp Test,14.9375,22.0,9.0,7.0625
2022/07/15/ 17:13:30::218,Temp Test,14.875,22.0625,9.0,7.1875
2022/07/15/ 17:13:35::281,Temp Test,14.875,22.0,9.0,7.125
2022/07/15/ 17:13:40::346,Temp Test,14.875,22.0,9.0,7.125
2022/07/15/ 17:13:45::410,Temp Test,14.875,22.0,9.0625,7.125
2022/07/15/ 17:13:50::473,Temp Test,14.875,22.0,9.0,7.125
2022/07/15/ 17:13:55::537,Temp Test,14.875,22.0,9.0625,7.125
2022/07/15/ 17:14:00::603,Temp Test,14.9375,22.0625,9.0625,7.125
2022/07/15/ 17:14:05::667,Temp Test,14.875,22.0625,9.0625,7.1875
2022/07/15/ 17:14:10::731,Temp Test,14.9375,22.0,9.0625,7.0625
2022/07/15/ 17:14:15::796,Temp Test,14.9375,22.0,9.0625,7.0625
2022/07/15/ 17:14:20::860,Temp Test,14.9375,22.0625,9.0625,7.125
2022/07/15/ 17:14:25::924,Temp Test,14.9375,22.0625,9.125,7.125
2022/07/15/ 17:14:30::987,Temp Test,15.0,22.0,9.0625,7.0
2022/07/15/ 17:14:36::052,Temp Test,14.9375,22.0625,9.125,7.125
2022/07/15/ 17:14:41::134,Temp Test,14.9375,22.0625,9.125,7.125
2022/07/15/ 17:14:46::179,Temp Test,14.9375,22.0625,9.125,7.125
2022/07/15/ 17:14:51::243,Temp Test,14.9375,22.0625,9.125,7.125
2022/07/15/ 17:14:56::307,Temp Test,14.9375,22.0625,9.125,7.125
2022/07/15/ 17:15:01::371,Temp Test,14.9375,22.0625,9.1875,7.125
2022/07/15/ 17:15:06::436,Temp Test,15.0,22.0625,9.1875,7.0625
2022/07/15/ 17:15:11::500,Temp Test,15.0,22.0625,9.1875,7.0625
2022/07/15/ 17:15:16::564,Temp Test,14.9375,22.0625,9.1875,7.125
2022/07/15/ 17:15:21::628,Temp Test,15.0,22.0625,9.1875,7.0625
2022/07/15/ 17:15:26::691,Temp Test,15.0,22.0625,9.1875,7.0625
2022/07/15/ 17:15:31::755,Temp Test,14.9375,22.0,9.25,7.0625
2022/07/15/ 17:15:36::820,Temp Test,15.0,22.0625,9.1875,7.0625
2022/07/15/ 17:15:41::884,Temp Test,15.0,22.0625,9.25,7.0625
2022/07/15/ 17:15:46::949,Temp Test,15.0,22.0625,9.25,7.0625
2022/07/15/ 17:15:52::013,Temp Test,15.0625,22.0625,9.25,7.0
2022/07/15/ 17:15:57::076,Temp Test,15.0625,22.0625,9.25,7.0
2022/07/15/ 17:16:02::141,Temp Test,15.0,22.0625,9.3125,7.0625
2022/07/15/ 17:16:07::204,Temp Test,15.0,22.0625,9.25,7.0625
2022/07/15/ 17:16:12::268,Temp Test,15.0625,22.0625,9.3125,7.0
2022/07/15/ 17:16:17::332,Temp Test,15.0625,22.0625,9.375,7.0
2022/07/15/ 17:16:22::395,Temp Test,15.0625,22.0625,9.3125,7.0
2022/07/15/ 17:16:27::459,Temp Test,15.0625,22.0625,9.3125,7.0
2022/07/15/ 17:16:32::524,Temp Test,15.0625,22.0625,9.3125,7.0
2022/07/15/ 17:16:37::588,Temp Test,15.0625,22.0625,9.375,7.0
2022/07/15/ 17:16:42::652,Temp Test,15.0625,22.0625,9.375,7.0
2022/07/15/ 17:16:47::723,Temp Test,15.0625,22.0625,9.3125,7.0
2022/07/15/ 17:16:52::780,Temp Test,15.0625,22.0625,9.375,7.0
2022/07/15/ 17:16:57::844,Temp Test,15.0625,22.0625,9.375,7.0
2022/07/15/ 17:17:02::908,Temp Test,15.125,22.0625,9.3125,6.9375
2022/07/15/ 17:17:07::973,Temp Test,15.125,22.0625,9.375,6.9375
2022/07/15/ 17:17:13::037,Temp Test,15.0625,22.0625,9.4375,7.0
2022/07/15/ 17:17:18::102,Temp Test,15.0625,22.0625,9.4375,7.0
2022/07/15/ 17:17:23::166,Temp Test,15.125,22.0625,9.4375,6.9375
2022/07/15/ 17:17:28::229,Temp Test,15.125,22.0625,9.4375,6.9375
2022/07/15/ 17:17:33::293,Temp Test,15.125,22.0625,9.4375,6.9375
2022/07/15/ 17:17:38::357,Temp Test,15.125,22.0625,9.4375,6.9375
2022/07/15/ 17:17:43::421,Temp Test,15.125,22.0625,9.5,6.9375
2022/07/15/ 17:17:48::485,Temp Test,15.125,22.0625,9.5,6.9375
2022/07/15/ 17:17:53::549,Temp Test,15.125,22.0625,9.4375,6.9375
2022/07/15/ 17:17:58::612,Temp Test,15.125,22.0625,9.5,6.9375
2022/07/15/ 17:18:03::677,Temp Test,15.1875,22.0625,9.5,6.875
2022/07/15/ 17:18:08::742,Temp Test,15.1875,22.0625,9.5,6.875
2022/07/15/ 17:18:13::806,Temp Test,15.1875,22.0625,9.5625,6.875
2022/07/15/ 17:18:18::869,Temp Test,15.1875,22.0625,9.5,6.875
2022/07/15/ 17:18:23::933,Temp Test,15.1875,22.0625,9.5625,6.875
2022/07/15/ 17:18:28::997,Temp Test,15.1875,22.0625,9.5,6.875
2022/07/15/ 17:18:34::061,Temp Test,15.25,22.0625,9.5625,6.8125
2022/07/15/ 17:18:39::134,Temp Test,15.25,22.0625,9.5625,6.8125
2022/07/15/ 17:18:44::191,Temp Test,15.1875,22.0625,9.5625,6.875
2022/07/15/ 17:18:49::255,Temp Test,15.1875,22.0625,9.5625,6.875
2022/07/15/ 17:18:54::324,Temp Test,15.25,22.0625,9.5625,6.8125
2022/07/15/ 17:18:59::382,Temp Test,15.25,22.0625,9.625,6.8125
2022/07/15/ 17:19:04::446,Temp Test,15.25,22.0625,9.5625,6.8125
2022/07/15/ 17:19:09::510,Temp Test,15.25,22.0625,9.625,6.8125
2022/07/15/ 17:19:14::574,Temp Test,15.25,22.0625,9.625,6.8125
2022/07/15/ 17:19:19::637,Temp Test,15.25,22.0625,9.625,6.8125
2022/07/15/ 17:19:24::702,Temp Test,15.25,22.0625,9.625,6.8125
2022/07/15/ 17:19:29::766,Temp Test,15.25,22.0625,9.6875,6.8125
